id,email,full_name,phone,aadhaar_no,pan_no,street_address,city,consent_purposes,password,created_at
usr_a853c6b25dad,ritu.saxena745@example.in,Ritu Saxena,+919966792163,8221-3127-8722,PUAPA9065H,"195, Indiranagar, Sector 18",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ritu#6863BFF2,2026-05-06T10:59:26.172Z
usr_4b6f25b078a8,simran.chatterjee746@example.in,Simran Chatterjee,+918336176482,8417-1775-2342,GCFPF0085W,"780, Banjara Hills, Sector 38",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Simran&2556DF0E,2026-07-22T10:59:26.172Z
usr_dfa1d0772961,priya.pandey747@example.in,Priya Pandey,+918727445746,8907-9525-4601,PDHPE5444B,"962, SG Highway, Sector 15",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Priya&9500D25F,2026-05-25T10:59:26.172Z
usr_cc888fb992c2,isha.chauhan748@example.in,Isha Chauhan,+917245018327,9202-2317-5899,LJRPX9385D,"944, Banjara Hills, Sector 2",Kolkata,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Isha!662515A1,2026-09-01T10:59:26.172Z
usr_0ee3bf209f34,sunita.mehta749@example.in,Sunita Mehta,+918995711705,4883-9273-2468,PSCPF0151H,"911, Banjara Hills, Sector 38",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sunita%62501070,2026-06-19T10:59:26.172Z
usr_15a8c667b902,sunita.pandey750@example.in,Sunita Pandey,+917629050956,4146-6526-6606,SXFPA8651I,"964, Sector 17, Sector 11",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sunita$7516C6CD,2026-06-27T10:59:26.172Z
usr_f63bad277322,tanvi.saxena751@example.in,Tanvi Saxena,+919435417438,8375-4710-7268,KXDPD8795Q,"789, Koramangala, Sector 9",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Tanvi#2326A4D7,2026-06-23T10:59:26.172Z
usr_fab7d1ee676d,sneha.bhattacharya752@example.in,Sneha Bhattacharya,+917699750637,2695-8926-4078,BBZPQ5714Q,"230, Indiranagar, Sector 19",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sneha!7478B239,2026-07-30T10:59:26.172Z
usr_eb20fe824bbf,gaurav.verma753@example.in,Gaurav Verma,+918813540025,5672-2403-3973,OBVPO8665J,"328, Brigade Road, Sector 13",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Gaurav#9785166C,2026-08-19T10:59:26.172Z
usr_3a202f4d6300,karan.iyer754@example.in,Karan Iyer,+917990224298,8327-1680-7223,IEOPO6671U,"495, Koramangala, Sector 22",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Karan$71321212,2026-07-09T10:59:26.172Z
usr_ad8d951f87b0,meera.kumar755@example.in,Meera Kumar,+918703724908,4571-1588-7633,HQWPH2059Q,"608, MI Road, Sector 19",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Meera&11391F2A,2026-04-06T10:59:26.172Z
usr_7195d42ab192,manish.saxena756@example.in,Manish Saxena,+918137186814,3257-8398-5064,WLPPD6567U,"368, SG Highway, Sector 11",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Manish!831956B1,2026-04-24T10:59:26.172Z
usr_153b19e68902,alok.pillai757@example.in,Alok Pillai,+919930815174,2249-6176-2000,CJVPK5751M,"454, Koramangala, Sector 28",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Alok%50893724,2026-08-24T10:59:26.172Z
usr_f8f400aafbaa,divya.patel758@example.in,Divya Patel,+919179298747,8219-2269-9299,WRHPG8893V,"865, Koramangala, Sector 15",Kolkata,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Divya%3649F2BB,2026-05-25T10:59:26.172Z
usr_118b88295cfd,harsh.malhotra759@example.in,Harsh Malhotra,+917517063275,2819-6001-5912,BSLPL9343P,"382, MI Road, Sector 33",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Harsh@59736CAF,2026-04-23T10:59:26.172Z
usr_e23d98097225,neha.saxena760@example.in,Neha Saxena,+919149620447,9936-5238-2941,NLLPY4950O,"593, Brigade Road, Sector 9",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Neha$5933364F,2026-08-03T10:59:26.172Z
usr_1a39c758e6e3,abhishek.patel761@example.in,Abhishek Patel,+917123128171,8256-4907-9445,PAXPC9044E,"761, Banjara Hills, Sector 37",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Abhishek$4085D235,2026-08-21T10:59:26.172Z
usr_f8826a09e38e,swati.gupta762@example.in,Swati Gupta,+919561699518,8138-5241-1532,RLUPE7309G,"3, MI Road, Sector 5",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Swati!791482F0,2026-08-30T10:59:26.172Z
usr_5233dc89dccf,ritu.mishra763@example.in,Ritu Mishra,+918548962172,4588-1222-5816,TRSPH7653O,"670, Banjara Hills, Sector 40",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ritu#1660B8AA,2026-07-26T10:59:26.172Z
usr_369105fe2f32,nikhil.malhotra764@example.in,Nikhil Malhotra,+917729453273,3129-2746-9993,TLHPW2152A,"957, MI Road, Sector 5",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Nikhil!9568D52D,2026-09-07T10:59:26.172Z
usr_f8dc598b8540,ritu.kapoor765@example.in,Ritu Kapoor,+918165788487,7526-5282-6878,FKUPZ6069E,"559, MI Road, Sector 7",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ritu@1559FCA0,2026-07-06T10:59:26.172Z
usr_922e14968f9f,pooja.singh766@example.in,Pooja Singh,+917597938261,8851-8521-3172,FYPPL3547C,"796, Connaught Place, Sector 9",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pooja%78016B3B,2026-08-09T10:59:26.172Z
usr_7c1bb588d5be,isha.pillai767@example.in,Isha Pillai,+917479220022,8900-5693-5433,WQZPC4710Z,"989, MI Road, Sector 30",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Isha#6875A864,2026-09-01T10:59:26.172Z
usr_1e3b76022a57,rohan.mehta768@example.in,Rohan Mehta,+918499037329,9370-7583-2322,SZSPT9252A,"163, Banjara Hills, Sector 25",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rohan$64400C3D,2026-04-24T10:59:26.172Z
usr_9f0bd41b0f7c,pallavi.chauhan769@example.in,Pallavi Chauhan,+918795832116,8430-4706-6780,QSXPP5092A,"829, M.G. Road, Sector 32",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pallavi@26883BFE,2026-04-30T10:59:26.172Z
usr_65a321361195,isha.pandey770@example.in,Isha Pandey,+919979542098,6074-7070-8578,RJTPO5262F,"960, Sector 17, Sector 26",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Isha$9909C696,2026-07-26T10:59:26.172Z
usr_1d09d708c4a1,pooja.kulkarni771@example.in,Pooja Kulkarni,+918766937869,9239-5591-1864,QUMPB3928C,"427, Brigade Road, Sector 17",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pooja!2260D35C,2026-05-27T10:59:26.172Z
usr_be0aba66caa2,karan.malhotra772@example.in,Karan Malhotra,+918295878798,6461-1289-9290,WMUPX0185I,"911, Anna Salai, Sector 35",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Karan@16017767,2026-03-22T10:59:26.172Z
usr_d60db65d0e06,ananya.singh773@example.in,Ananya Singh,+918157838953,5169-6059-7786,CAEPW1528T,"584, Indiranagar, Sector 27",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ananya@2711EEB8,2026-08-10T10:59:26.172Z
usr_f6b7ff790cf3,pallavi.reddy774@example.in,Pallavi Reddy,+919686336196,8371-4105-4695,NNNPS8638W,"889, M.G. Road, Sector 8",Kolkata,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pallavi$87532D79,2026-05-17T10:59:26.172Z
usr_19e15b107520,tanvi.nair775@example.in,Tanvi Nair,+918408606738,2311-4769-7081,BFJPN9375L,"805, Banjara Hills, Sector 28",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Tanvi#61880673,2026-05-22T10:59:26.172Z
usr_6622a24c7748,dev.joshi776@example.in,Dev Joshi,+918216124176,7542-1408-2733,LYFPL1203G,"322, Park Street, Sector 34",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Dev$1150DC82,2026-04-23T10:59:26.172Z
usr_5cf69dcc5e89,rajesh.mehta777@example.in,Rajesh Mehta,+919647981754,4400-5672-2758,IVUPP5561N,"566, Koramangala, Sector 3",Kolkata,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rajesh#70395A2F,2026-07-14T10:59:26.172Z
usr_75d7fafece23,deepika.pillai778@example.in,Deepika Pillai,+919856177545,8767-8568-9909,OYSPF9625M,"373, Connaught Place, Sector 34",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Deepika#44158A7F,2026-05-11T10:59:26.172Z
usr_24a767cb6781,karan.iyer779@example.in,Karan Iyer,+917383154302,5581-5715-4431,ESOPT7619T,"34, Koramangala, Sector 13",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Karan%9070CF4F,2026-04-06T10:59:26.172Z
usr_612814f079d9,harsh.patel780@example.in,Harsh Patel,+919403142098,8379-8836-8220,GXPPG4063F,"29, Brigade Road, Sector 26",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Harsh%39792E92,2026-04-18T10:59:26.172Z
usr_3c0aed5d3dbe,sunita.saxena781@example.in,Sunita Saxena,+918249707375,6711-4273-4660,XQLPG5327Z,"937, Sector 17, Sector 15",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sunita!82826B9C,2026-08-25T10:59:26.172Z
usr_374d6fc82166,nikhil.kulkarni782@example.in,Nikhil Kulkarni,+918786206061,6171-8618-3100,YCRPH0176E,"172, FC Road, Sector 40",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Nikhil!17430A00,2026-05-16T10:59:26.172Z
usr_df34d9b97522,bhavna.singh783@example.in,Bhavna Singh,+917585709861,2810-2531-1889,PGKPU5405S,"547, FC Road, Sector 21",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Bhavna#88390979,2026-08-29T10:59:26.172Z
usr_73b0a7d5fc53,rohan.reddy784@example.in,Rohan Reddy,+917396804671,6013-2306-1658,EMJPO4660S,"75, Anna Salai, Sector 32",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rohan!757554DC,2026-05-03T10:59:26.172Z
usr_aa31c0f46209,neha.verma785@example.in,Neha Verma,+919791786897,9828-5687-8467,VRAPO5915Z,"981, Brigade Road, Sector 42",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Neha&8454EAF2,2026-07-13T10:59:26.172Z
usr_c1a1990d3035,shweta.gupta786@example.in,Shweta Gupta,+919490025343,2145-7419-1341,UTSPS1494T,"909, Anna Salai, Sector 22",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Shweta!5648C804,2026-08-06T10:59:26.172Z
usr_b12d1eaf9b00,arjun.patel787@example.in,Arjun Patel,+917172863424,7203-3661-6470,ZOUPN4519K,"618, Park Street, Sector 9",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Arjun@7614E3A0,2026-06-21T10:59:26.172Z
usr_33faf6b450a7,karan.mishra788@example.in,Karan Mishra,+919650957345,8692-1328-8238,HINPS7977F,"734, Banjara Hills, Sector 35",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Karan$7576D715,2026-04-18T10:59:26.172Z
usr_b445dabfe3b1,gaurav.sharma789@example.in,Gaurav Sharma,+918739923227,4846-3920-7723,YGFPD7893C,"607, Indiranagar, Sector 3",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Gaurav%86793019,2026-04-21T10:59:26.172Z
usr_e80126fc933b,aditya.menon790@example.in,Aditya Menon,+918386389598,9815-5366-2646,IVSPS4617P,"126, Brigade Road, Sector 45",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Aditya&33036670,2026-03-14T10:59:26.172Z
usr_7b1c509a969b,ritika.malhotra791@example.in,Ritika Malhotra,+919992931308,2742-3173-5762,VCIPG0421X,"659, MI Road, Sector 31",Chandigarh,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ritika%97944D5A,2026-06-23T10:59:26.172Z
usr_4eeef4620d46,arjun.chatterjee792@example.in,Arjun Chatterjee,+919745604467,3356-2615-5337,CNCPR6177E,"957, M.G. Road, Sector 35",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Arjun@68776AF5,2026-05-20T10:59:26.172Z
usr_d912c96ba5ae,dev.kulkarni793@example.in,Dev Kulkarni,+917213602253,3092-6063-3235,PCZPI7996G,"512, Brigade Road, Sector 32",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Dev!5766ECFE,2026-04-28T10:59:26.172Z
usr_444d25d5d093,kavita.nair794@example.in,Kavita Nair,+917980470928,5426-1109-3845,OKOPH9779S,"856, Connaught Place, Sector 41",Kolkata,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Kavita$3476F67F,2026-03-24T10:59:26.172Z
usr_1f2dc12ee8df,ritika.kumar795@example.in,Ritika Kumar,+918500063292,9068-5926-2983,YIUPQ7728V,"242, Anna Salai, Sector 7",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ritika%5021A3DD,2026-06-02T10:59:26.172Z
usr_3ff0138678df,sanjay.kapoor796@example.in,Sanjay Kapoor,+919377647813,9700-6766-5190,FHTPF6024I,"916, Brigade Road, Sector 5",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sanjay@58928446,2026-08-25T10:59:26.172Z
usr_cf2b257a9f5d,deepika.bhattacharya797@example.in,Deepika Bhattacharya,+919320477376,3287-8957-7861,VDWPD7334N,"360, M.G. Road, Sector 14",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Deepika$4265608F,2026-05-05T10:59:26.172Z
usr_d05f7c452268,gaurav.dubey798@example.in,Gaurav Dubey,+917901340974,8731-2584-9612,BTSPG3137P,"494, Brigade Road, Sector 14",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Gaurav!1544E471,2026-03-19T10:59:26.172Z
usr_e171105f5601,pallavi.dubey799@example.in,Pallavi Dubey,+917868361522,4290-8230-3693,HFXPY0571H,"484, Brigade Road, Sector 14",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pallavi@92861F23,2026-05-25T10:59:26.172Z
usr_e4df1c99048a,ritika.pillai800@example.in,Ritika Pillai,+918982037970,5722-9945-8175,RQDPG1586X,"463, Brigade Road, Sector 7",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ritika@3901221A,2026-06-24T10:59:26.172Z
usr_f1142d75c41d,deepika.bhattacharya801@example.in,Deepika Bhattacharya,+918869868715,7857-7938-1161,PAWPE6927K,"594, Park Street, Sector 18",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Deepika%71959F6C,2026-08-14T10:59:26.172Z
usr_c04679648a78,harsh.pandey802@example.in,Harsh Pandey,+919684793407,9544-2434-9635,ASDPI9442Q,"870, Koramangala, Sector 41",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Harsh!7364AFCB,2026-06-21T10:59:26.172Z
usr_8d76f99347ae,rahul.kumar803@example.in,Rahul Kumar,+919133389161,5801-7591-4356,VCTPB3656X,"347, Anna Salai, Sector 36",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rahul&4092888B,2026-05-08T10:59:26.172Z
usr_aa5f4a7f3997,deepika.bhatia804@example.in,Deepika Bhatia,+919290614072,8654-2398-5768,BRUPA3656D,"108, M.G. Road, Sector 4",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Deepika%9188B685,2026-08-05T10:59:26.172Z
usr_0a0f78e801d8,ritu.singh805@example.in,Ritu Singh,+917896864525,9535-1258-7751,TRQPU0948R,"383, Koramangala, Sector 25",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ritu&4951BCD0,2026-08-21T10:59:26.172Z
usr_88d0051b64b9,kavita.dubey806@example.in,Kavita Dubey,+917991177392,3376-9520-7689,WBJPG1579B,"489, Park Street, Sector 5",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Kavita&375953A1,2026-07-06T10:59:26.172Z
usr_cb3adcb00070,rajesh.bose807@example.in,Rajesh Bose,+919566713452,7019-1139-4450,KFWPR9753S,"836, Banjara Hills, Sector 32",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rajesh%2233BCBF,2026-07-14T10:59:26.172Z
usr_4b579cf33586,rohan.nair808@example.in,Rohan Nair,+919627965946,9675-4997-2581,ZVGPC6895W,"118, Koramangala, Sector 40",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rohan#7215DD4E,2026-09-06T10:59:26.172Z
usr_ef40e455b1e2,simran.malhotra809@example.in,Simran Malhotra,+917567908745,7824-3717-1049,SUTPE2506D,"340, Brigade Road, Sector 14",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Simran#7997A1FD,2026-06-07T10:59:26.172Z
usr_08e31a357270,divya.nair810@example.in,Divya Nair,+918767252572,8834-7534-1703,FNXPP4519I,"734, Anna Salai, Sector 38",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Divya!95912B21,2026-06-30T10:59:26.172Z
usr_76ac1c558ed8,vikram.sharma811@example.in,Vikram Sharma,+917407929081,3596-3940-6298,RXTPO0580W,"234, Park Street, Sector 35",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Vikram&9365654C,2026-06-03T10:59:26.172Z
usr_09e48433bc61,pooja.saxena812@example.in,Pooja Saxena,+918881912318,9252-9044-7006,TCJPF8109K,"56, Indiranagar, Sector 19",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Pooja@8208C849,2026-08-13T10:59:26.172Z
usr_bba2f7e61aa0,priya.malhotra813@example.in,Priya Malhotra,+917983646246,3210-9530-7449,WFQPK7650X,"628, Indiranagar, Sector 42",Chandigarh,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Priya@6723D6AA,2026-05-21T10:59:26.172Z
usr_103624651147,abhishek.trivedi814@example.in,Abhishek Trivedi,+918536585504,6651-9778-2648,MUDPS9927B,"467, MI Road, Sector 17",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Abhishek&7143AE5A,2026-06-07T10:59:26.172Z
usr_ecd47d664fa0,kunal.bhatia815@example.in,Kunal Bhatia,+918268989809,4042-8804-8933,ZKVPK6989C,"26, Connaught Place, Sector 27",Kolkata,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Kunal$22923E29,2026-08-09T10:59:26.172Z
usr_04b81adbc7b9,anjali.chopra816@example.in,Anjali Chopra,+919690082695,9150-7535-1021,RJLPI1323Y,"895, Banjara Hills, Sector 31",Kochi,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Anjali@7125E239,2026-07-04T10:59:26.172Z
usr_2b5629367121,dev.trivedi817@example.in,Dev Trivedi,+918858627471,8532-3521-5670,CIUPO8271B,"692, Koramangala, Sector 22",Delhi NCR,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Dev@6891F772,2026-07-10T10:59:26.172Z
usr_20e94a0c024f,manish.menon818@example.in,Manish Menon,+918788574669,2078-7557-3965,YBIPZ4333O,"102, M.G. Road, Sector 11",Ahmedabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Manish$32326274,2026-06-15T10:59:26.172Z
usr_fe488ed2401c,gaurav.chauhan819@example.in,Gaurav Chauhan,+918555991516,4441-2247-6438,CNIPK6411L,"846, Banjara Hills, Sector 38",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Gaurav%5914D74D,2026-08-19T10:59:26.172Z
usr_9309e1349923,tanvi.singh820@example.in,Tanvi Singh,+918702717953,5661-6589-5938,XMTPB3838H,"778, Indiranagar, Sector 13",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Tanvi#95109E89,2026-07-17T10:59:26.172Z
usr_c6045e8d0416,rohan.malhotra821@example.in,Rohan Malhotra,+919214808197,5571-5782-7745,ASCPQ4766Q,"348, Banjara Hills, Sector 6",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rohan@6480EDF0,2026-03-20T10:59:26.173Z
usr_4a52b368e683,rahul.bose822@example.in,Rahul Bose,+919615589639,6645-6065-5185,IWZPF7717H,"548, SG Highway, Sector 10",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rahul%4243C59C,2026-03-19T10:59:26.173Z
usr_9f9f1b4bbeb3,sanjay.mehta823@example.in,Sanjay Mehta,+917567619596,5711-4864-9027,VWPPA8088U,"336, SG Highway, Sector 43",Chandigarh,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Sanjay&83969127,2026-08-02T10:59:26.173Z
usr_c70cd40dc3f6,vikram.gupta824@example.in,Vikram Gupta,+918408464788,6222-9296-8135,EFUPK7579R,"557, Koramangala, Sector 3",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Vikram@77435BD0,2026-05-29T10:59:26.173Z
usr_f36f592a73d5,rahul.sharma825@example.in,Rahul Sharma,+918625773596,2924-2669-4742,KQHPN3900G,"889, Anna Salai, Sector 26",Chennai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rahul&79602F9B,2026-04-06T10:59:26.173Z
usr_e0d29baf7782,ritika.bose826@example.in,Ritika Bose,+917995821483,4714-7992-2216,MZXPI3979N,"578, FC Road, Sector 16",Lucknow,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Ritika&592558BB,2026-07-04T10:59:26.173Z
usr_9fc6d8d69d0d,vikram.joshi827@example.in,Vikram Joshi,+918731062481,9506-6268-1849,UKBPD0835D,"715, Sector 17, Sector 31",Indore,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Vikram&69122258,2026-07-27T10:59:26.173Z
usr_c3da1ba371d0,amit.bhattacharya828@example.in,Amit Bhattacharya,+919908519600,4494-9229-1112,OVOPH5288T,"121, MI Road, Sector 16",Bengaluru,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Amit%46441D10,2026-04-03T10:59:26.173Z
usr_8a5b265f3c62,harsh.chatterjee829@example.in,Harsh Chatterjee,+918739770000,8287-4995-4912,INQPE6157D,"711, Connaught Place, Sector 13",Jaipur,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Harsh#4868F984,2026-08-15T10:59:26.173Z
usr_58cebbcecebe,rohan.menon830@example.in,Rohan Menon,+918699238157,7458-4770-8712,ZJCPZ5370S,"852, SG Highway, Sector 14",Mumbai,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Rohan@543413CA,2026-03-12T10:59:26.173Z
usr_c75a4a80f2bd,nikhil.iyer831@example.in,Nikhil Iyer,+917511004685,5682-6367-1491,TQVPY5423D,"608, M.G. Road, Sector 10",Pune,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Nikhil@22755FF7,2026-07-24T10:59:26.173Z
usr_b8d2e99e46ae,tanvi.chatterjee832@example.in,Tanvi Chatterjee,+918118992422,4079-5743-1316,FDHPY5566U,"411, M.G. Road, Sector 25",Hyderabad,"[""ORDER_FULFILLMENT"",""MARKETING_SMS"",""CUSTOMER_ANALYTICS""]",Tanvi$992580A7,2026-08-05T10:59:26.173Z
